title,chapternumber,eyes,comment,heart,kind,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,k13,k14,k15,k16
Kẻ Siêu Phàm,16,106567,19,689,Action,Adventure,Drama,Manhua,,,,,,,,,,,,,
Oniichan ga Imouto ni naru Hanashi,11,106550,49,1147,Gender Bender,Manga,Slice of Life,,,,,,,,,,,,,,
Lyana Kaosa Renagara Pantsu,5,106544,35,593,Adult,Comedy,Manga,Mature,Slice of Life,,,,,,,,,,,,
Monochrome Factor - Đại Chiến Bóng Tối,64,106525,32,531,Action,Anime,Comedy,Fantasy,School Life,Supernatural,,,,,,,,,,,
Ouji to Hero - Hoàng tử và người hùng,155,106507,185,816,Action,Adult,Adventure,Manga,Romance,School Life,,,,,,,,,,,
Peter Grill to Kenja no Jikan,6,106394,89,1471,Action,Adventure,Drama,Fantasy,,,,,,,,,,,,,
Oto x Maho,20,106372,103,685,Ecchi,Gender Bender,Manga,Supernatural,,,,,,,,,,,,,
Triệu Hoán Vạn Tuế,26,106368,69,554,Action,Adventure,Manhua,Mystery,Sci-fi,,,,,,,,,,,,
Shinigamihime no Saikon - Baraen no Tokei Koushaku,8,106304,60,1372,Comedy,Drama,Historical,Romance,Shoujo,,,,,,,,,,,,
Arisa,78,106266,111,216,Adult,Manga,Romance,School Life,,,,,,,,,,,,,
Hội Pháp Sư Nổi Tiếng - Doujinshi,7,106115,40,389,Action,Comedy,Doujinshi,Drama,Harem,Ngôn Tình,Romance,Shoujo,,,,,,,,,
Akuma no Riddle,15,106065,44,655,Action,School Life,Soft Yuri,,,,,,,,,,,,,,
Cradle of Monsters,42,106061,16,283,Action,Adult,Horror,,,,,,,,,,,,,,
Sabaku no Ouji to Kaizoku Hime,1,105984,35,1090,Josei,Romance,Smut,,,,,,,,,,,,,,
Gã Orc và cô phù thủy nhỏ,10,105819,115,934,Action,Fantasy,Manga,,,,,,,,,,,,,,
Học Viện Kiêu Ngạo Hoàng Gia,10,105813,169,2478,Cổ Đại,Drama,Ngôn Tình,Romance,School Life,,,,,,,,,,,,
Atsumori-kun no Oyomesan (←Mitei),125,105807,152,1390,Romance,Shoujo,Slice of Life,,,,,,,,,,,,,,
Gensou Gourmet,6,105752,37,2679,Comedy,Fantasy,Manga,Shounen,,,,,,,,,,,,,
Nguyệt Lạc Tử Hoa,31,105743,24,351,Adult,Horror,Manhwa,Romance,,,,,,,,,,,,,
Vùng đất kì diệu,18,105725,58,565,Drama,Horror,Mystery,Psychological,Seinen,Tragedy,,,,,,,,,,,
Nghe Thấy Thời Gian Rung Động,3,105692,310,1148,Đam Mỹ,Manhua,Psychological,Romance,School Life,Shoujo Ai,Shounen,,,,,,,,,,
Quần Lót Dâu Tây - East Side Story,4,105591,63,471,Comedy,Harem,Manga,Ngôn Tình,Romance,,,,,,,,,,,,
Hai Anh Ấy Của Tôi,3,105538,332,1770,Comedy,Manhua,Romance,Shoujo,Xuyên Không,,,,,,,,,,,,
Kanon - Hoa Âm,65,105359,46,257,Drama,Mystery,Ngôn Tình,Romance,School Life,Shoujo,Slice of Life,Smut,,,,,,,,,
Hoàng Tử Ếch(Bản đẹp),9,105317,38,617,Ngôn Tình,Romance,School Life,Shoujo,Supernatural,,,,,,,,,,,,
Nữ Hoàng Của Đế Chế Ottoman,11,105315,28,328,Drama,Historical,Josei,Romance,,,,,,,,,,,,,
Shoujo shuumatsu ryokou,41,105311,74,1197,Manga,Seinen,Slice of Life,,,,,,,,,,,,,,
"Gửi Em, Người Nuốt Trọn Vì Sao",43,105193,94,2920,Drama,Ngôn Tình,Romance,Webtoon,,,,,,,,,,,,,
Ta Không Phải Đại Ma Vương,29,105122,57,1607,Action,Cổ Đại,Manhua,Mystery,Xuyên Không,,,,,,,,,,,,
Mang Theo Nữ Thần Bên Cạnh,14,105103,53,1196,Action,Manhua,School Life,Supernatural,,,,,,,,,,,,,
Devilman,23,105097,10,201,Action,Adventure,Horror,Manga,,,,,,,,,,,,,
Dữ Liệu Tình Yêu,8,105039,141,562,Manhua,Romance,School Life,Sci-fi,Shoujo Ai,Webtoon,,,,,,,,,,,
Ensa No Kusabi,10,104998,135,5328,Action,Adventure,Fantasy,Harem,Manga,Shounen,,,,,,,,,,,
Hiểm Họa Ô Nhiễm Nguồn Nước,44,104984,40,146,Horror,Manhua,Mystery,Romance,,,,,,,,,,,,,
Con Rồng Nuốt Chửng Cả Thế Giới: Cuồng Long Bạo Thực,5,104970,144,6959,Action,Adventure,Drama,Fantasy,Manga,Seinen,Shounen,,,,,,,,,,
Hầu gái của tôi phiền phức quá đi!,31,104892,68,3309,Comedy,Ecchi,Manga,Romance,Seinen,Shoujo Ai,Slice of Life,,,,,,,,,,
Itazura na Kiss,29,104890,26,504,Manga,Romance,School Life,,,,,,,,,,,,,,
Công Nam Bắc Thụ,9,104879,25,1673,Đam Mỹ,Soft Yaoi,,,,,,,,,,,,,,,
Hằng Ngày trêu chọc bạn cùng phòng,2,104833,68,1306,Đam Mỹ,Manhua,,,,,,,,,,,,,,,
Cực Phẩm Thấu Thị,25,104636,38,1432,Action,Comedy,Manhua,,,,,,,,,,,,,,
Tổng Tài Đại Nhân Tiểu Nữ Vu,8,104571,374,1133,Manhua,Ngôn Tình,Romance,,,,,,,,,,,,,,
Tên bắt nạt này cứ tử tế sao ấy,13,104482,149,2840,Comedy,Manga,School Life,Shounen,Slice of Life,,,,,,,,,,,,
Psycho-Pass,25,104459,47,775,Action,Adventure,Comedy,Drama,Shounen,Supernatural,,,,,,,,,,,
Vocaloid short doujinshi,35,104454,27,123,Comedy,Doujinshi,School Life,Shoujo,Sports,,,,,,,,,,,,
Ai Ren,43,104443,38,625,Ecchi,Manga,Mature,Psychological,Romance,Sci-fi,Seinen,,,,,,,,,,
Silver (FUJITA Kazuko),15,104409,22,138,Drama,Josei,Mature,Romance,Smut,,,,,,,,,,,,
SOS! Tôi Đã Yêu Một Con Sâu Bướm (Phần 2),24,104398,116,6884,Comedy,Manhua,Romance,,,,,,,,,,,,,,
Asako,15,104381,132,2463,Manga,Mystery,Romance,,,,,,,,,,,,,,
I Am A Killer Maid,50,104241,42,486,Comedy,Gender Bender,Manhua,Shounen,,,,,,,,,,,,,
Album Natural Wallpapers,73,104206,98,966,Anime,,,,,,,,,,,,,,,,
Lãnh Ba! Action!,15,104200,276,398,Manhua,,,,,,,,,,,,,,,,
"Dear, my God",22,104161,51,629,Drama,Psychological,Romance,Soft Yaoi,,,,,,,,,,,,,
Tổng Tài Yêu Hai Con Người Của Tôi,10,104036,127,852,Drama,Manhua,Romance,Shoujo,Xuyên Không,,,,,,,,,,,,
Rocopon,11,104005,122,3588,Action,Comedy,Drama,Manga,Seinen,,,,,,,,,,,,
Kure-nai,33,103958,55,2292,Action,Manga,Martial Arts,School Life,,,,,,,,,,,,,
Bán Yêu Khuynh Thành,45,103958,12,512,Drama,Manhua,Mystery,Ngôn Tình,Romance,Shoujo,Supernatural,,,,,,,,,,
Distant Sky,51,103911,42,378,Action,Comedy,Manga,,,,,,,,,,,,,,
Dear,60,103896,23,565,Adventure,Comedy,Fantasy,Romance,Shounen,Supernatural,,,,,,,,,,,
Người Biến Thành Ánh Trăng,14,103852,213,758,Comedy,Manhua,Ngôn Tình,Romance,Shoujo,,,,,,,,,,,,
Chocolate temptation,1,103847,141,974,Ngôn Tình,One shot,Romance,School Life,Shoujo,Smut,,,,,,,,,,,
Tú Thiết Chi Thư,78,103821,30,163,Drama,Manhua,Romance,,,,,,,,,,,,,,
Isekai Man Chikin -HP 1 No Mama De Saikyou Saisoku Danjon Kouryaku,7,103787,183,4693,Action,Adventure,Fantasy,,,,,,,,,,,,,,
Bạn Trai Tôi Là Siêu Sao,10,103689,123,914,Manhua,Ngôn Tình,Romance,Shoujo,,,,,,,,,,,,,
Be Blues! - Ao Ni Nare,27,103619,77,1686,Drama,Manga,School Life,Shounen,Slice of Life,Sports,,,,,,,,,,,
Devil Do Not Kiss Me,5,103619,107,1012,Fantasy,Manhua,Psychological,Romance,,,,,,,,,,,,,
Mouse,50,103614,15,416,Action,Comedy,Harem,Mature,Seinen,,,,,,,,,,,,
Những Câu Chuyện Kinh Dị Ở Trường Trung Học Tây Lăng,24,103597,17,150,Drama,Horror,Manhua,Supernatural,,,,,,,,,,,,,
Honto no Kanojo,11,103590,24,254,Comic,Ecchi,Romance,School Life,Shoujo Ai,Yuri,,,,,,,,,,,
Makai no Shuyaku wa Wareware Da,14,103558,71,1487,Comedy,Drama,Fantasy,School Life,Shounen,Supernatural,,,,,,,,,,,
Anh Hùng Khốn Nạn,14,103528,43,1732,Action,Adventure,Manhua,,,,,,,,,,,,,,
Câu chuyện về một người máy,7,103502,78,871,Adventure,Comedy,Fantasy,Slice of Life,,,,,,,,,,,,,
Câu Chuyện Tuyệt Vời của Sao,16,103460,196,812,Comedy,Manhua,Romance,Shoujo,,,,,,,,,,,,,
Chuyện đồn đó đây,15,103394,79,116,Horror,,,,,,,,,,,,,,,,
Thập Quang Mật Ngữ,13,103389,122,712,Manhua,Ngôn Tình,Romance,,,,,,,,,,,,,,
Conde koma,121,103367,5,71,Action,Manga,Martial Arts,,,,,,,,,,,,,,
Nozoemon,55,103236,84,751,Adult,Comedy,Ecchi,Harem,Mature,Romance,School Life,Seinen,Smut,Supernatural,,,,,,,
Yamase wa doko e Itta?,6,103218,152,1739,Romance,School Life,,,,,,,,,,,,,,,
Hohzuki Island - Đảo Kinh Hoàng,27,103203,16,220,Horror,Manga,,,,,,,,,,,,,,,
Need A Girl,56,103193,29,385,Manga,Romance,School Life,,,,,,,,,,,,,,
Con Quỷ Hút Thuốc ở Nhà Kho,10,103168,34,209,Comedy,Manhwa,Ngôn Tình,Romance,School Life,Shoujo,,,,,,,,,,,
Q (SHIHIRA Tatsuya),19,103088,64,1005,Action,Comedy,Manga,Sci-fi,Seinen,,,,,,,,,,,,
"Saikin, Imouto no Yousu ga Chotto Okashii n da ga",19,103016,10,733,Comedy,Ecchi,Romance,Shounen,Supernatural,,,,,,,,,,,,
Cảm Nhiễm Hắc Ám,25,102967,125,561,Horror,Supernatural,,,,,,,,,,,,,,,
Nguyên Giới,14,102883,35,2033,Manhua,Mystery,,,,,,,,,,,,,,,
Hinata no Blue,6,102854,227,2536,Manga,Romance,School Life,Shoujo,Slice of Life,,,,,,,,,,,,
Mầm Chết,6,102852,109,3688,Adventure,Horror,Manhwa,Webtoon,,,,,,,,,,,,,
Nữ Điệp Viên Cấp 3,80,102816,15,216,Action,Fantasy,School Life,,,,,,,,,,,,,,
Yokoshima na Hanabira,4,102767,82,1888,Romance,School Life,Shoujo,,,,,,,,,,,,,,
Heroic Chronicles of the Three Continents,9,102738,77,2973,Action,Adventure,Comedy,Drama,Fantasy,Manga,Martial Arts,Romance,Seinen,,,,,,,,
Daisy: Con Đừng Trở Thành Vị Hôn Thê Của Công Tước,5,102696,40,4134,Drama,Fantasy,Josei,Manhwa,Romance,Shoujo,Slice of Life,,,,,,,,,,
Lương Sơn Bá - Chúc Anh Đài phiên bản mới,43,102644,97,205,Adventure,Comedy,Comic,Historical,Manhua,Truyện scan,,,,,,,,,,,
Xuyên không cực mạnh cùng máy tính bảng siêu cheat,4,102619,113,6419,Action,Fantasy,Manga,,,,,,,,,,,,,,
Hozuki-san Chi no Aneki,34,102595,30,532,Adult,Manga,Romance,School Life,,,,,,,,,,,,,
"Tantei wa Mou, Shindeiru",10,102582,127,4333,Comedy,Drama,Manga,Mystery,Romance,School Life,,,,,,,,,,,
Cậu Bé Giỏi Võ,72,102459,8,97,Action,Manga,Martial Arts,,,,,,,,,,,,,,
Lửa Thiêu Nhà Mitarai,395,102452,397,2382,Drama,Josei,Manga,Mystery,Psychological,Tragedy,,,,,,,,,,,
Khúc Hữu Ngộ,15,102377,64,356,Comedy,Đam Mỹ,Drama,Manhua,Romance,Shounen Ai,,,,,,,,,,,
"Tadaima, Okaeri",65,102376,107,1182,Drama,Shoujo,,,,,,,,,,,,,,,
Hiệp Khách Hành bất thông,18,102340,105,458,Adventure,Comedy,Manhua,,,,,,,,,,,,,,
"Party Kara Tsuihou Sareta Sono Chiyushi, Jitsu Wa Saikyou Nitsuki",8,102284,137,6371,Action,Adventure,Fantasy,Manga,Romance,,,,,,,,,,,,
Wolfsmund,20,102260,23,216,Action,Drama,Historical,Mature,Seinen,Tragedy,,,,,,,,,,,
Cậu Nhóc Tiểu Học Mà Tôi Yêu!,42,102203,57,403,Comedy,Manhwa,Romance,School Life,Slice of Life,Thiếu Nhi,,,,,,,,,,,
"Nếu Định Mặc, Thì Hãy Mặc Như Thế Này Đi",38,102117,29,566,Comedy,Seinen,Slice of Life,,,,,,,,,,,,,,
Nanako-san Teki na Nichijou Dash!!,17,102117,6,429,Comedy,Ecchi,Manga,School Life,,,,,,,,,,,,,
Fumou Renai,6,102068,142,3803,Drama,Manga,Romance,Shoujo,Slice of Life,Supernatural,,,,,,,,,,,
Đế Thiếu Đích Tâm Tiêm Sủng,2,102055,317,1511,Comedy,Manhua,Ngôn Tình,Romance,Shoujo,Smut,,,,,,,,,,,
Homeless Tensei: Isekai De Jiyuu Sugiru Majutsu Jisoku Seikatsu,32,102035,61,2994,Adventure,Fantasy,Manga,Romance,,,,,,,,,,,,,
MPD Psycho,82,101953,9,209,Manga,Trinh Thám,,,,,,,,,,,,,,,
"Ngay cả khi hậu tận thế, thật hạnh phúc vẫn còn được sống",112,101944,36,1614,Adventure,Fantasy,Manga,Sci-fi,Slice of Life,,,,,,,,,,,,
Rebellio Machine,7,101944,77,2499,Action,Manga,Romance,School Life,Sci-fi,Shounen,,,,,,,,,,,
Iroenose,1,101940,49,302,Drama,Ecchi,One shot,Romance,,,,,,,,,,,,,
Chi's Sweet Home,122,101893,11,178,Comedy,Seinen,Slice of Life,,,,,,,,,,,,,,
Cầm Tư,9,101821,83,501,Cổ Đại,Comedy,Fantasy,Historical,Manhua,Mystery,Romance,Shoujo,,,,,,,,,
Shinigami to Gin no Kishi,12,101812,62,1235,Action,Drama,Fantasy,Shounen,,,,,,,,,,,,,
Trung Hoa Thần Y,20,101757,24,1143,Drama,Manhua,,,,,,,,,,,,,,,
Cự Long Chiến Ký,5,101752,76,1253,Action,Adventure,Comedy,Fantasy,Manga,Mature,Supernatural,,,,,,,,,,
Oni Futatsu,13,101636,98,2967,Action,Fantasy,School Life,Shounen,,,,,,,,,,,,,
Doujigun Kan,8,101633,146,2062,Action,Adventure,Drama,Fantasy,Manga,Supernatural,Tragedy,,,,,,,,,,
Kaichou-Sama No Niseyome,2,101591,52,781,Romance,School Life,Shoujo,Smut,,,,,,,,,,,,,
Fate/Grand Order: Epic of Remnant - Shinjuku,13,101528,107,1919,Action,Drama,Mystery,Seinen,Shounen,Supernatural,,,,,,,,,,,
Fuan No Tane,16,101519,21,240,Horror,Manga,Sci-fi,,,,,,,,,,,,,,
Infinite Stratos,251,101487,12,633,Action,Adult,Adventure,Manga,,,,,,,,,,,,,
Ngư Thần Đích Nhân Thả Ta Đi,37,101416,74,341,Comedy,Manhua,Ngôn Tình,Shoujo,Supernatural,,,,,,,,,,,,
Cách Tạo Bộ Váy Ướt Ngọt Ngào,1,101411,75,874,Comedy,Smut,,,,,,,,,,,,,,,
Chúa tể quy lai,6,101333,86,2362,Action,Adventure,Manhua,,,,,,,,,,,,,,
Seizon Life,22,101313,244,2213,Drama,Manga,Mystery,Psychological,Seinen,,,,,,,,,,,,
Mộc Lan Vô Trưởng Huynh,24,101311,51,432,Action,Adventure,Fantasy,Manhua,Martial Arts,Shounen Ai,,,,,,,,,,,
"Nidome No Natsu, Nidoto Aenai Kimi",10,101294,330,1959,Comedy,Drama,Romance,School Life,Supernatural,Tragedy,,,,,,,,,,,
Rokujo Hito×Ma,7,101292,135,3375,Comedy,Manga,Romance,Slice of Life,,,,,,,,,,,,,
Himitsu,27,101163,15,283,Drama,Mature,Mystery,Psychological,Sci-fi,Shoujo,,,,,,,,,,,
Gekiryuuchi,25,101005,15,212,Action,Manga,Martial Arts,School Life,,,,,,,,,,,,,
Cá hồi,9,100997,240,1700,Comedy,Drama,Ecchi,Manga,Seinen,Smut,,,,,,,,,,,
Ojou-sama ga Mamorasete Kurenai,20,100947,67,2763,Comedy,Romance,Shoujo,,,,,,,,,,,,,,
Đệ Tử Của Ta Là Heo,9,100904,268,959,Manhua,Romance,,,,,,,,,,,,,,,
Sủng Thê Cuồng Ma Của Minh Vương Điện Hạ,6,100880,45,2506,Cổ Đại,Comedy,Manhua,Ngôn Tình,,,,,,,,,,,,,
Tam Sinh Kiếp,44,100869,85,659,Manhua,Mystery,Ngôn Tình,Romance,Shoujo,Supernatural,Xuyên Không,,,,,,,,,,
"Akakatsuki!! Otokojuku - Seinen Yo, Taishi Wo Idake",102,100815,5,134,Action,Shounen,,,,,,,,,,,,,,,
Thoát Quỹ Biên Duyên,19,100797,146,628,Manhua,Ngôn Tình,Romance,Shoujo,,,,,,,,,,,,,
The Great Merchant Kim Manduk,28,100670,51,503,Cổ Đại,Comedy,Drama,Historical,Josei,Manhwa,Romance,Tragedy,,,,,,,,,
Vật nuôi đáng yêu : mèo cỏ của tôi,45,100637,717,1345,Comedy,Manhua,Romance,School Life,,,,,,,,,,,,,
Neko Neko Honey,12,100595,24,241,Romance,School Life,Shounen Ai,,,,,,,,,,,,,,
Truyền Thuyết Anh Hùng Thời Mạt Thế,11,100572,62,1557,Action,Adventure,Chuyển Sinh,Manhua,Xuyên Không,,,,,,,,,,,,
Tôi sẽ tàn sát toàn bộ lũ Chuyển sinh giả từ thế giới khác!!,12,100468,615,8204,Action,Chuyển Sinh,Drama,Fantasy,Manga,Mature,Psychological,Shounen,,,,,,,,,
Ng Life,34,100408,58,427,Adult,Manga,School Life,Sci-fi,,,,,,,,,,,,,
"Dù Là Cựu Quý Tộc Hay Là Mẹ Đơn Thân, Vì Những Cô Con Gái Mạo Làm Hiểm Giả Cũng Chả Là Gì",81,100404,76,4497,Action,Drama,Fantasy,Manga,Slice of Life,,,,,,,,,,,,
Red Data Book,8,100270,29,1541,Action,Drama,Fantasy,Mystery,Seinen,Supernatural,,,,,,,,,,,
Kaidan Loop,8,100238,104,1271,Drama,Horror,Mystery,Psychological,School Life,Supernatural,,,,,,,,,,,
KnB Doujinshi - Chibi Kuroko,5,100222,200,575,Anime,Comedy,Doujinshi,Shoujo Ai,Shounen,Shounen,Sports,Việt Nam,,,,,,,,,
Amari Mawari,31,100120,118,641,Comedy,Manga,Seinen,Slice of Life,,,,,,,,,,,,,
Đại Chu Tiên Lại,7,100104,107,5697,Action,Chuyển Sinh,Comedy,Horror,Manhua,Mystery,Xuyên Không,,,,,,,,,,
Minh Đế Độc Sủng Âm Dương Phi,19,100100,19,3429,Cổ Đại,Manhua,Ngôn Tình,Romance,,,,,,,,,,,,,
Thiên Hàng Hệ Phách Đương,20,100091,72,1196,Action,Comedy,Drama,Fantasy,Manhua,Romance,Shounen,,,,,,,,,,
Raqiya,41,100091,16,180,Action,Comedy,Drama,Fantasy,Mystery,Seinen,Supernatural,,,,,,,,,,
Skirt No Naka Wa Kedamono Deshita,1,100074,124,621,Drama,Manga,Smut,Yuri,,,,,,,,,,,,,
Tsubasa World Chronicle,19,100061,31,320,Action,Adventure,Drama,Fantasy,Shounen,,,,,,,,,,,,
Sekai de Ichiban Warui Majo,14,100055,100,1686,Action,Drama,Josei,Romance,Sci-fi,Shounen,Supernatural,,,,,,,,,,
Don't Make Me So Turned On,3,100013,59,310,Mature,Romance,Slice of Life,Yuri,,,,,,,,,,,,,
Hatsunetsu Libido,2,100011,150,1425,Comedy,Manga,School Life,Shoujo,,,,,,,,,,,,,
Hoàng Giả Chi Lộ,202,100000,0,52,Action,Manhua,Martial Arts,,,,,,,,,,,,,,
Watashi no Hajimete,2,99982,61,1772,Comedy,One shot,Romance,Seinen,,,,,,,,,,,,,
Needless,114,99972,10,302,Action,Drama,Fantasy,Sci-fi,Supernatural,,,,,,,,,,,,
Tsutsunuke Love Letter,3,99968,185,1404,Romance,School Life,Shoujo,Supernatural,,,,,,,,,,,,,
ACCA - Cục Thanh Tra 13 Bang,37,99924,45,713,Action,Adventure,Historical,Manga,Seinen,Slice of Life,,,,,,,,,,,
Honkai Impact 3rd 4koma,11,99921,71,517,Comedy,,,,,,,,,,,,,,,,
Shiki,42,99832,23,371,Drama,Horror,Mystery,Shounen,Supernatural,Tragedy,,,,,,,,,,,
Saikyou Inyoushi no Isekai Tenseiki,3,99820,93,5954,Action,Adventure,Chuyển Sinh,Fantasy,Manga,Shounen,,,,,,,,,,,
Uchuu o Kakeru Yodaka,15,99811,58,519,Comedy,Drama,Ngôn Tình,Psychological,Romance,School Life,Shoujo,,,,,,,,,,
Khai Thiên Lục,18,99642,17,2209,Cổ Đại,Manhua,Mystery,,,,,,,,,,,,,,
Tsumasakidachi no Alice,7,99635,101,1424,Comedy,Romance,Shoujo,,,,,,,,,,,,,,
Sát Nhân Ếch Xanh,9,99604,79,730,Horror,Manga,Psychological,Tragedy,Trinh Thám,,,,,,,,,,,,
"Xin Chào, Tôi Là Người Làm Vườn!",11,99603,75,6041,Cổ Đại,Romance,Xuyên Không,,,,,,,,,,,,,,
Boku No Uchi Ni Oide,75,99592,70,1024,Comedy,Ngôn Tình,Romance,School Life,Shoujo,,,,,,,,,,,,
Tensei Shite Yandere Kouryaku Yaishou Kyara to Shujuukankei ni Natta Kekka,31,99536,160,1799,Comedy,Romance,Shoujo,,,,,,,,,,,,,,
Spotted Flower,15,99487,29,256,Comedy,Josei,Romance,Slice of Life,Việt Nam,,,,,,,,,,,,
Tỷ Tỷ Nào Có Ý Xấu,15,99392,70,4314,Ngôn Tình,Soft Yuri,,,,,,,,,,,,,,,
Hisshou Dungeon Unei Houhou,5,99337,214,2493,Action,Adventure,Drama,Fantasy,Harem,Mature,Romance,Seinen,,,,,,,,,
Ori of the Dragon Chain – “Heart” in the Mind,71,99286,298,7435,Action,Manga,Romance,Slice of Life,,,,,,,,,,,,,
Luyến Ái 1/2,30,99133,88,487,Comic,Drama,Manhua,Ngôn Tình,Shoujo,,,,,,,,,,,,
Psychometrer Eiji,71,99121,3,143,Comedy,Comedy,Mystery,Mystery,Psychological,Psychological,Shounen,Shounen,,,,,,,,,
Người lạ ven bờ biển,4,99064,34,902,Ngôn Tình,Romance,Shoujo Ai,Shounen,Slice of Life,,,,,,,,,,,,
Love After World Domination,17,99020,142,4056,Comedy,Ecchi,Manga,Romance,Shounen,,,,,,,,,,,,
Quái Vật Đáng Yêu,2,98952,154,927,Shounen Ai,Soft Yaoi,,,,,,,,,,,,,,,
Kojirase Joushi Đến Fechina Buka,2,98925,35,2301,Josei,Manga,Romance,Smut,,,,,,,,,,,,,
Thiếu Phật,6,98889,88,1012,Cổ Đại,Đam Mỹ,Manhua,,,,,,,,,,,,,,
Hungry Joker,24,98888,40,698,Adult,Adventure,Manga,Sci-fi,,,,,,,,,,,,,
Tiên Đạo Ma Hiệp,10,98825,126,739,Adventure,Manhua,Martial Arts,,,,,,,,,,,,,,
"Tái sinh vào otome-game? không, tôi đã quá bận để học tập phép thuật!",4,98817,68,2842,Chuyển Sinh,Drama,Fantasy,Harem,Manga,Shoujo,,,,,,,,,,,
Sủng Mị,15,98782,140,4533,Action,Manhua,Mystery,,,,,,,,,,,,,,
Harisugawa ở thế giới trong gương,29,98768,41,688,Action,Adult,Manga,Romance,School Life,,,,,,,,,,,,
DNA Doesnt Tell Us,15,98590,105,855,School Life,Sci-fi,Shoujo Ai,Yuri,,,,,,,,,,,,,
Siêu Nhân Mì Ăn Liền,22,98590,36,170,Action,Comedy,Manhua,Shounen,,,,,,,,,,,,,
Thành Cát Tư Hãn,87,98571,1,57,Action,Adventure,,,,,,,,,,,,,,,
Toshiue elite onna kishi ga boku no mae de dake kawaii,4,98537,79,2579,Comedy,Manga,Romance,Seinen,,,,,,,,,,,,,
Shunkan Gradation,8,98536,73,2422,Manga,Romance,School Life,,,,,,,,,,,,,,
Cùng mèo cưng chiến khắp dị giới,5,98431,81,2697,Adventure,Drama,Fantasy,Manga,Slice of Life,,,,,,,,,,,,
Kháp Kháp Hương Phản,26,98429,13,377,Comedy,Manhua,Ngôn Tình,Romance,Shoujo,,,,,,,,,,,,
Bạn Trai Cũ Là Quỷ Hút Máu : Đừng Trêu Tôi,4,98402,133,1435,Fantasy,Manhua,Ngôn Tình,,,,,,,,,,,,,,
Judge,32,98394,37,288,Horror,Manga,,,,,,,,,,,,,,,
Shachiku To Yurei,42,98340,59,300,Comedy,Horror,Supernatural,,,,,,,,,,,,,,
Sensei No Koto Ga Suki Nan Desu,2,98307,43,647,Smut,,,,,,,,,,,,,,,,
Quán Ăn Sát Thủ,53,98295,14,334,Action,Manga,,,,,,,,,,,,,,,
Hệ Thống Chiếm Đoạt Bá Đạo Trên Từng Hạt Gạo,10,98241,81,3323,Action,Fantasy,Manhua,Xuyên Không,,,,,,,,,,,,,
Ikemen Sengoku - Tenkabito no Onna ni Naru Ki wa Nai ka,6,98227,146,1069,Action,Fantasy,Historical,Romance,Shoujo,,,,,,,,,,,,
Kanojo wo Mamoru 51 no Houhou,49,98198,23,185,Action,Drama,Mature,Psychological,Seinen,Tragedy,,,,,,,,,,,
my papa is demon,17,98045,21,154,Fantasy,,,,,,,,,,,,,,,,
Bản Hợp Đồng Vô Cảm,95,97996,25,1320,Manhua,Ngôn Tình,Romance,,,,,,,,,,,,,,
Deep Love - Ayu Monogatari,8,97925,65,337,Adult,Drama,Manga,Mature,Shoujo,Smut,Tragedy,,,,,,,,,,
Virgin Hotel,3,97918,25,248,16+,Drama,Ecchi,,,,,,,,,,,,,,
86 - Eighty Six,6,97916,70,3227,Action,Drama,Manga,Mecha,Psychological,Seinen,,,,,,,,,,,
Fly High!,13,97911,57,500,Comedy,Drama,Martial Arts,Romance,School Life,Shoujo,,,,,,,,,,,
Ability,60,97896,19,385,Action,Adventure,Horror,Manhwa,Sci-fi,,,,,,,,,,,,
Mamono wo Shitagaeru,15,97893,23,3458,Action,Adventure,Drama,Fantasy,Manga,,,,,,,,,,,,
Hồng Vân,47,97873,17,174,Comedy,Manhua,Romance,,,,,,,,,,,,,,
Ajin-Chan Wa Kataritai,305,97787,57,2655,Comedy,Manga,School Life,Seinen,Slice of Life,Supernatural,,,,,,,,,,,
Kimi ni Happiness,45,97734,50,539,Adult,Manga,One shot,Romance,,,,,,,,,,,,,
Ta Muốn Ngao Du,13,97716,44,2464,Manhua,Mystery,Xuyên Không,,,,,,,,,,,,,,
Thiên Tứ Thức Tỉnh,7,97602,220,6481,Action,Fantasy,Manhua,,,,,,,,,,,,,,
Đại Hiền Nhân Trở Về Nhà Sau 19 Năm Lưu Lạc Dị Giới,42,97587,105,4887,Chuyển Sinh,Comedy,Fantasy,Manga,Shounen,,,,,,,,,,,,
Pupa,20,97464,32,355,Drama,Fantasy,Horror,Psychological,Shounen,,,,,,,,,,,,
Hợp Đồng Tự Tử,9,97437,53,1155,Drama,Horror,Manga,School Life,Trinh Thám,,,,,,,,,,,,
Thiên Tài Tiên Thuật Sư,32,97433,8,780,Adventure,Fantasy,Manhua,Mystery,Shounen,,,,,,,,,,,,
+C: Sword and Cornett,36,97428,40,773,Action,Adventure,Drama,Fantasy,Josei,Mystery,,,,,,,,,,,
Thanh Hoan Tự,12,97418,32,4131,Manhua,Ngôn Tình,Romance,Shoujo,,,,,,,,,,,,,
Luyến Ái Cấm Kỵ,11,97413,127,1045,Manhua,Ngôn Tình,Romance,School Life,Shoujo,,,,,,,,,,,,
Kodomo no Jikan,931,97377,15,309,Comedy,Drama,Mature,School Life,Seinen,,,,,,,,,,,,
